symbol,signal_type,direction,entry_price,exit_price,sl,target,pnl,pnl_pct,exit_type,entry_time,exit_time,hold_bars,zone_quality,reason
SOLUSDT,GHST_BE,SHORT,124.18,124.16,124.56535714285714,124.16,-100.08,0.02,TARGET,2026-01-27 00:00:00,2026-01-27 00:05:00,1,5,GHST_BE: Supply zone retest [123-124] Q=4 RSI=37
SOLUSDT,GHST_BE,SHORT,124.04,124.47571428571429,124.47571428571429,123.16857142857144,-537.96,-0.35,SL,2026-01-27 06:40:00,2026-01-27 07:15:00,7,4,GHST_BE: Supply zone retest [122-124] Q=3 RSI=37
SOLUSDT,GHST_BE,SHORT,124.0,124.0,124.47392857142857,123.05214285714285,-118.95,0.0,SL,2026-01-27 10:10:00,2026-01-27 14:10:00,48,3,GHST_BE: Supply zone retest [122-124] Q=3 RSI=52
SOLUSDT,GHST_BE,SHORT,123.16,120.35142857142856,124.56428571428572,120.35142857142856,2591.5,2.28,TARGET,2026-01-29 03:50:00,2026-01-29 14:55:00,133,3,GHST_BE: Supply zone retest [122-124] Q=3 RSI=40
SOLUSDT,GHST_SE,LONG,117.94,117.94,116.6825,120.45499999999998,-119.84,0.0,SL,2026-01-29 16:10:00,2026-01-29 17:50:00,20,5,GHST_SE: Demand zone retest [117-119] Q=3 RSI=39
SOLUSDT,GHST_SE,LONG,117.34,116.96142857142857,116.96142857142857,118.09714285714287,-506.08,-0.32,SL,2026-01-29 21:05:00,2026-01-29 21:30:00,5,3,GHST_SE: Demand zone retest [117-119] Q=3 RSI=60
SOLUSDT,GHST_BE,SHORT,105.84,105.84,106.86392857142857,103.79214285714286,-119.5,0.0,SL,2026-02-01 00:20:00,2026-02-01 02:10:00,22,4,GHST_BE: Supply zone retest [104-107] Q=3 RSI=64
SOLUSDT,GHST_BE,SHORT,105.31,105.31,106.72678571428571,102.47642857142858,-119.4,0.0,SL,2026-02-01 03:10:00,2026-02-01 11:40:00,102,4,GHST_BE: Supply zone retest [104-107] Q=3 RSI=57
SOLUSDT,GHST_BE,SHORT,104.56,100.23642857142858,106.72178571428572,100.23642857142858,4813.96,4.14,TARGET,2026-02-01 12:40:00,2026-02-01 15:35:00,35,4,GHST_BE: Supply zone retest [104-107] Q=3 RSI=53
SOLUSDT,GHST_SE,LONG,77.39,79.415,76.3775,79.415,3049.7,2.62,TARGET,2026-02-12 20:10:00,2026-02-13 03:30:00,88,5,GHST_SE: Demand zone retest [77-81] Q=4 RSI=46
SOLUSDT,GHST_SE,LONG,78.55,82.65142857142858,76.4992857142857,82.65142857142858,6266.27,5.22,TARGET,2026-02-13 04:45:00,2026-02-13 15:25:00,128,5,GHST_SE: Demand zone retest [77-81] Q=4 RSI=19
SOLUSDT,GHST_SE,LONG,80.69,82.69,76.41785714285714,89.2342857142857,2102.74,2.48,TIME,2026-02-18 19:35:00,2026-02-20 04:55:00,400,6,GHST_SE: Demand zone retest [77-81] Q=4 RSI=27
SOLUSDT,GHST_SE,LONG,78.31,81.14500000000001,76.8925,81.14500000000001,3664.42,3.62,TARGET,2026-02-28 08:20:00,2026-02-28 14:00:00,68,1,GHST_SE: Demand zone retest [77-80] Q=1 RSI=47
SOLUSDT,GHST_BE,SHORT,87.74,85.09571428571427,89.06214285714286,85.09571428571427,3684.78,3.01,TARGET,2026-03-01 04:05:00,2026-03-01 08:55:00,58,2,GHST_BE: Supply zone retest [85-89] Q=2 RSI=46
SOLUSDT,GHST_BE,SHORT,85.14,84.04,89.0482142857143,80.62,500.38,1.29,EOD,2026-03-01 10:15:00,2026-03-02 02:05:00,191,2,GHST_BE: Supply zone retest [85-89] Q=2 RSI=43
