S.No,Symbol,Strategy,Entry Time,Exit Time,Per lot,No fo lots,Entry,Target,SL,Exit,Amount Invested,Amount After Close,PnL,Balance,Status,PnL %,Spot Price,Delta,Exit Reason
123,BANKNIFTY 60991 PE,Survivor,18/02/2026 12:59,18/02/2026 13:04,30,1,198.81,39.76,298.22,135.45,5964.3,4063.5,1900.8,311196.25,Closed,31.9,60991.04,-0.3374,TARGET_HIT
124,SENSEX 82993 PE,Survivor,18/02/2026 12:59,18/02/2026 13:04,20,1,241.67,48.33,362.5,177.15,4833.4,3543.0,1290.4,312486.65,Closed,26.7,82993.22,-0.327,TARGET_HIT
125,NIFTY 25592 PE,Survivor,18/02/2026 13:04,18/02/2026 13:10,65,1,77.74,15.55,116.61,59.36,5053.1,3858.4,1194.7,313681.35,Closed,23.6,25592.3,-0.3327,TARGET_HIT
126,BANKNIFTY 60999 PE,Survivor,18/02/2026 13:04,18/02/2026 13:10,30,1,199.15,39.83,298.73,140.95,5974.5,4228.5,1746.0,315427.35,Closed,29.2,60998.54,-0.3376,TARGET_HIT
127,SENSEX 82997 PE,Survivor,18/02/2026 13:04,18/02/2026 13:10,20,1,241.67,48.33,362.5,178.04,4833.4,3560.8,1272.6,316699.95,Closed,26.3,82996.89,-0.327,TARGET_HIT
128,NIFTY 25593 PE,Survivor,18/02/2026 13:10,18/02/2026 13:16,65,1,77.71,15.54,116.56,57.53,5051.15,3739.45,1311.7,318011.65,Closed,26.0,25593.4,-0.3327,TARGET_HIT
129,BANKNIFTY 60990 PE,Survivor,18/02/2026 13:10,18/02/2026 13:16,30,1,198.75,39.75,298.12,129.62,5962.5,3888.6,2073.9,320085.55,Closed,34.8,60990.44,-0.3374,TARGET_HIT
130,SENSEX 82991 PE,Survivor,18/02/2026 13:10,18/02/2026 13:16,20,1,241.59,48.32,362.38,174.99,4831.8,3499.8,1332.0,321417.55,Closed,27.6,82991.04,-0.327,TARGET_HIT
131,NIFTY 25603 PE,Survivor,18/02/2026 13:15,18/02/2026 13:21,65,1,79.36,15.87,119.04,58.23,5158.4,3784.95,1373.45,322791.0,Closed,26.6,25603.39,-0.3372,TARGET_HIT
132,BANKNIFTY 61022 PE,Survivor,18/02/2026 13:15,18/02/2026 13:21,30,1,203.1,40.62,304.65,135.51,6093.0,4065.3,2027.7,324818.7,Closed,33.3,61022.23,-0.3417,TARGET_HIT
133,SENSEX 83029 PE,Survivor,18/02/2026 13:15,18/02/2026 13:21,20,1,247.43,49.49,371.14,183.46,4948.6,3669.2,1279.4,326098.1,Closed,25.9,83029.34,-0.3323,TARGET_HIT
134,NIFTY 25608 PE,Survivor,18/02/2026 13:21,18/02/2026 13:27,65,1,78.21,15.64,117.31,64.8,5083.65,4212.0,871.65,326969.75,Closed,17.1,25607.55,-0.3333,TARGET_HIT
135,BANKNIFTY 61350 CE,Gamma Blast,18/02/2026 13:21,20/02/2026 12:37,30,1,338.8,847.0,101.64,14.74,10164.0,442.2,-9721.8,317247.95,Closed,-95.6,61350,0.516,SL_HIT
136,BANKNIFTY 61025 PE,Survivor,18/02/2026 13:21,18/02/2026 13:27,30,1,200.41,40.08,300.62,146.85,6012.3,4405.5,1606.8,318854.75,Closed,26.7,61024.88,-0.338,TARGET_HIT
137,SENSEX 83061 PE,Survivor,18/02/2026 13:21,18/02/2026 13:27,20,1,243.74,48.75,365.61,206.89,4874.8,4137.8,737.0,319591.75,Closed,15.1,83060.63,-0.3278,TARGET_HIT
138,NIFTY 25595 PE,Survivor,18/02/2026 13:26,18/02/2026 13:37,65,1,79.1,15.82,118.65,63.52,5141.5,4128.8,1012.7,320604.45,Closed,19.7,25595.29,-0.3369,TARGET_HIT
139,BANKNIFTY 61004 PE,Survivor,18/02/2026 13:26,18/02/2026 13:37,30,1,202.26,40.45,303.39,146.67,6067.8,4400.1,1667.7,322272.15,Closed,27.5,61004.23,-0.3413,TARGET_HIT
140,SENSEX 82990 PE,Survivor,18/02/2026 13:26,18/02/2026 13:38,20,1,246.17,49.23,369.25,196.86,4923.4,3937.2,986.2,323258.35,Closed,20.0,82990.24,-0.3318,TARGET_HIT
141,NIFTY 25586 PE,Survivor,18/02/2026 13:37,18/02/2026 13:43,65,1,77.52,15.5,116.28,60.86,5038.8,3955.9,1082.9,324341.25,Closed,21.5,25586.1,-0.3325,TARGET_HIT
142,BANKNIFTY 60973 PE,Survivor,18/02/2026 13:37,18/02/2026 13:43,30,1,197.76,39.55,296.64,134.78,5932.8,4043.4,1889.4,326230.65,Closed,31.8,60972.59,-0.3367,TARGET_HIT
143,SENSEX 82948 PE,Survivor,18/02/2026 13:37,18/02/2026 13:43,20,1,240.33,48.07,360.5,182.76,4806.6,3655.2,1151.4,327382.05,Closed,24.0,82948.23,-0.3265,TARGET_HIT
144,NIFTY 25581 PE,Survivor,18/02/2026 13:43,18/02/2026 13:49,65,1,77.37,15.47,116.06,54.81,5029.05,3562.65,1466.4,328848.45,Closed,29.2,25580.8,-0.3323,TARGET_HIT
145,BANKNIFTY 60978 PE,Survivor,18/02/2026 13:43,18/02/2026 13:49,30,1,198.14,39.63,297.21,128.58,5944.2,3857.4,2086.8,330935.25,Closed,35.1,60978.49,-0.3369,TARGET_HIT
146,SENSEX 82946 PE,Survivor,18/02/2026 13:43,18/02/2026 13:49,20,1,240.21,48.04,360.31,172.03,4804.2,3440.6,1363.6,332298.85,Closed,28.4,82946.01,-0.3265,TARGET_HIT
147,NIFTY 25593 PE,Survivor,18/02/2026 13:48,18/02/2026 13:54,65,1,77.77,15.55,116.66,67.01,5055.05,4355.65,699.4,332998.25,Closed,13.8,25592.95,-0.3327,TARGET_HIT
148,BANKNIFTY 61006 PE,Survivor,18/02/2026 13:48,18/02/2026 13:54,30,1,199.36,39.87,299.04,157.51,5980.8,4725.3,1255.5,334253.75,Closed,21.0,61006.14,-0.3374,TARGET_HIT
149,SENSEX 83008 PE,Survivor,18/02/2026 13:48,18/02/2026 13:54,20,1,242.13,48.43,363.19,211.01,4842.6,4220.2,622.4,334876.15,Closed,12.9,83008.29,-0.3272,TARGET_HIT
150,NIFTY 25568 PE,Survivor,18/02/2026 13:54,18/02/2026 14:00,65,1,76.96,15.39,115.44,53.79,5002.4,3496.35,1506.05,336382.2,Closed,30.1,25568.15,-0.3318,TARGET_HIT
151,BANKNIFTY 60943 PE,Survivor,18/02/2026 13:54,18/02/2026 14:00,30,1,196.55,39.31,294.83,126.36,5896.5,3790.8,2105.7,338487.9,Closed,35.7,60943.24,-0.3361,TARGET_HIT
152,SENSEX 82927 PE,Survivor,18/02/2026 13:54,18/02/2026 14:00,20,1,239.72,47.94,359.58,175.62,4794.4,3512.4,1282.0,339769.9,Closed,26.7,82926.8,-0.3263,TARGET_HIT
153,NIFTY 25585 PE,Survivor,18/02/2026 13:59,18/02/2026 14:05,65,1,77.52,15.5,116.28,57.49,5038.8,3736.85,1301.95,341071.85,Closed,25.8,25584.9,-0.3324,TARGET_HIT
154,BANKNIFTY 60980 PE,Survivor,18/02/2026 13:59,18/02/2026 14:05,30,1,198.05,39.61,297.08,134.64,5941.5,4039.2,1902.3,342974.15,Closed,32.0,60980.04,-0.3368,TARGET_HIT
155,SENSEX 82970 PE,Survivor,18/02/2026 13:59,18/02/2026 14:05,20,1,240.97,48.19,361.45,176.87,4819.4,3537.4,1282.0,344256.15,Closed,26.6,82970.05,-0.3268,TARGET_HIT
156,NIFTY 25586 PE,Survivor,18/02/2026 14:05,18/02/2026 14:11,65,1,77.54,15.51,116.31,55.48,5040.1,3606.2,1433.9,345690.05,Closed,28.4,25585.8,-0.3325,TARGET_HIT
157,BANKNIFTY 60978 PE,Survivor,18/02/2026 14:05,18/02/2026 14:11,30,1,198.52,39.7,297.78,131.2,5955.6,3936.0,2019.6,347709.65,Closed,33.9,60978.29,-0.337,TARGET_HIT
158,SENSEX 82948 PE,Survivor,18/02/2026 14:05,18/02/2026 14:11,20,1,240.37,48.07,360.56,165.65,4807.4,3313.0,1494.4,349204.05,Closed,31.1,82948.44,-0.3265,TARGET_HIT
159,NIFTY 25601 PE,Survivor,18/02/2026 14:10,18/02/2026 14:16,65,1,79.27,15.85,118.91,55.12,5152.55,3582.8,1569.75,350773.8,Closed,30.5,25600.84,-0.3371,TARGET_HIT
160,BANKNIFTY 61007 PE,Survivor,18/02/2026 14:10,18/02/2026 14:16,30,1,202.33,40.47,303.5,129.63,6069.9,3888.9,2181.0,352954.8,Closed,35.9,61007.33,-0.3414,TARGET_HIT
161,SENSEX 83028 PE,Survivor,18/02/2026 14:10,18/02/2026 14:16,20,1,247.46,49.49,371.19,170.67,4949.2,3413.4,1535.8,354490.6,Closed,31.0,83027.67,-0.3323,TARGET_HIT
162,NIFTY 25613 PE,Survivor,18/02/2026 14:16,18/02/2026 14:22,65,1,78.35,15.67,117.52,50.54,5092.75,3285.1,1807.65,356298.25,Closed,35.5,25613.27,-0.3334,TARGET_HIT
163,BANKNIFTY 61025 PE,Survivor,18/02/2026 14:16,18/02/2026 14:22,30,1,200.43,40.09,300.64,112.04,6012.9,3361.2,2651.7,358949.95,Closed,44.1,61025.24,-0.3379,TARGET_HIT
164,SENSEX 83062 PE,Survivor,18/02/2026 14:16,18/02/2026 14:22,20,1,243.66,48.73,365.49,151.68,4873.2,3033.6,1839.6,360789.55,Closed,37.7,83061.56,-0.3278,TARGET_HIT
165,NIFTY 25800 CE,CPR,18/02/2026 14:22,20/02/2026 10:03,65,1,137.09,246.76,54.84,26.62,8910.85,1730.3,-7180.55,353609.0,Closed,-80.6,25800,0.4915,SL_HIT
166,NIFTY 25800 CE,Ghost Zone,18/02/2026 14:22,20/02/2026 10:03,65,1,137.09,178.22,54.84,26.29,8910.85,1708.85,-7202.0,346407.0,Closed,-80.8,25800,0.4915,SL_HIT
167,NIFTY 25640 PE,Survivor,18/02/2026 14:22,18/02/2026 14:28,65,1,79.01,15.8,118.52,55.94,5135.65,3636.1,1499.55,347906.55,Closed,29.2,25639.78,-0.3336,TARGET_HIT
168,BANKNIFTY 61450 CE,CPR,18/02/2026 14:22,20/02/2026 12:37,30,1,372.51,670.52,149.0,10.43,11175.3,312.9,-10862.4,337044.15,Closed,-97.2,61450,0.5153,SL_HIT
169,BANKNIFTY 61450 CE,Gamma Blast,18/02/2026 14:22,20/02/2026 12:37,30,1,338.02,845.05,101.41,10.43,10140.6,312.9,-9827.7,327216.45,Closed,-96.9,61450,0.5108,SL_HIT
170,BANKNIFTY 61450 PE,Ghost Zone,18/02/2026 14:22,20/02/2026 12:37,30,1,344.68,448.08,137.87,1257.37,10340.4,37721.1,27380.7,354597.15,Closed,264.8,61450,-0.4847,TARGET_HIT
171,BANKNIFTY 61112 PE,Survivor,18/02/2026 14:22,18/02/2026 14:28,30,1,203.79,40.76,305.69,124.24,6113.7,3727.2,2386.5,356983.65,Closed,39.0,61111.53,-0.3387,TARGET_HIT
172,SENSEX 83600 CE,CPR,18/02/2026 14:22,20/02/2026 10:03,20,1,463.72,834.7,185.49,72.7,9274.4,1454.0,-7820.4,349163.25,Closed,-84.3,83600,0.5112,SL_HIT
173,SENSEX 83600 CE,Ghost Zone,18/02/2026 14:22,20/02/2026 10:03,20,1,463.72,602.84,185.49,71.87,9274.4,1437.4,-7837.0,341326.25,Closed,-84.5,83600,0.5112,SL_HIT
174,SENSEX 83130 PE,Survivor,18/02/2026 14:22,18/02/2026 14:28,20,1,245.77,49.15,368.66,167.85,4915.4,3357.0,1558.4,342884.65,Closed,31.7,83130.1,-0.3284,TARGET_HIT
175,NIFTY 25655 PE,Survivor,18/02/2026 14:27,18/02/2026 14:34,65,1,81.06,16.21,121.59,62.63,5268.9,4070.95,1197.95,344082.6,Closed,22.7,25655.49,-0.3392,TARGET_HIT
176,BANKNIFTY 61500 CE,CPR,18/02/2026 14:27,20/02/2026 10:03,30,1,375.62,676.12,150.25,109.32,11268.6,3279.6,-7989.0,336093.6,Closed,-70.9,61500,0.5152,SL_HIT
177,BANKNIFTY 61500 PE,Ghost Zone,18/02/2026 14:27,20/02/2026 12:37,30,1,347.67,451.97,139.07,1305.65,10430.1,39169.5,28739.4,364833.0,Closed,275.5,61500,-0.4848,TARGET_HIT
178,BANKNIFTY 61174 PE,Survivor,18/02/2026 14:27,18/02/2026 14:34,30,1,211.04,42.21,316.56,147.01,6331.2,4410.3,1920.9,366753.9,Closed,30.3,61174.43,-0.3452,TARGET_HIT
179,SENSEX 83700 CE,CPR,18/02/2026 14:27,20/02/2026 10:04,20,1,448.92,808.06,179.57,57.31,8978.4,1146.2,-7832.2,358921.7,Closed,-87.2,83700,0.499,SL_HIT
180,SENSEX 83212 PE,Survivor,18/02/2026 14:28,18/02/2026 14:34,20,1,253.73,50.75,380.59,204.49,5074.6,4089.8,984.8,359906.5,Closed,19.4,83212.02,-0.3346,TARGET_HIT
181,NIFTY 25646 PE,Survivor,18/02/2026 14:33,18/02/2026 14:39,65,1,79.13,15.83,118.69,61.03,5143.45,3966.95,1176.5,361083.0,Closed,22.9,25646.42,-0.3336,TARGET_HIT
182,BANKNIFTY 61500 CE,Gamma Blast,18/02/2026 14:33,20/02/2026 12:37,30,1,337.43,843.58,101.23,8.73,10122.9,261.9,-9861.0,351222.0,Closed,-97.4,61500,0.508,SL_HIT
183,BANKNIFTY 61154 PE,Survivor,18/02/2026 14:33,18/02/2026 14:39,30,1,205.45,41.09,308.17,142.96,6163.5,4288.8,1874.7,353096.7,Closed,30.4,61153.7,-0.3389,TARGET_HIT
184,SENSEX 83175 PE,Survivor,18/02/2026 14:33,18/02/2026 14:39,20,1,246.99,49.4,370.49,191.97,4939.8,3839.4,1100.4,354197.1,Closed,22.3,83175.41,-0.3287,TARGET_HIT
185,NIFTY 25642 PE,Survivor,18/02/2026 14:39,18/02/2026 14:45,65,1,78.93,15.79,118.4,59.98,5130.45,3898.7,1231.75,355428.85,Closed,24.0,25641.58,-0.3333,TARGET_HIT
186,BANKNIFTY 61135 PE,Survivor,18/02/2026 14:39,18/02/2026 14:45,30,1,204.65,40.93,306.98,129.49,6139.5,3884.7,2254.8,357683.65,Closed,36.7,61134.95,-0.3386,TARGET_HIT
187,SENSEX 83150 PE,Survivor,18/02/2026 14:39,18/02/2026 14:45,20,1,246.11,49.22,369.17,183.25,4922.2,3665.0,1257.2,358940.85,Closed,25.5,83150.28,-0.3283,TARGET_HIT
188,NIFTY 25644 PE,Survivor,18/02/2026 14:44,18/02/2026 14:51,65,1,80.63,16.13,120.94,58.78,5240.95,3820.7,1420.25,360361.1,Closed,27.1,25644.09,-0.3387,TARGET_HIT
189,BANKNIFTY 61173 PE,Survivor,18/02/2026 14:44,18/02/2026 14:51,30,1,210.42,42.08,315.63,142.78,6312.6,4283.4,2029.2,362390.3,Closed,32.1,61172.68,-0.3449,TARGET_HIT
190,SENSEX 83157 PE,Survivor,18/02/2026 14:45,18/02/2026 14:51,20,1,251.71,50.34,377.56,184.78,5034.2,3695.6,1338.6,363728.9,Closed,26.6,83156.82,-0.3339,TARGET_HIT
191,NIFTY 25637 PE,Survivor,18/02/2026 14:50,18/02/2026 14:57,65,1,78.8,15.76,118.2,54.11,5122.0,3517.15,1604.85,365333.75,Closed,31.3,25636.98,-0.3332,TARGET_HIT
192,BANKNIFTY 61147 PE,Survivor,18/02/2026 14:50,18/02/2026 14:57,30,1,205.1,41.02,307.65,125.35,6153.0,3760.5,2392.5,367726.25,Closed,38.9,61147.05,-0.3388,TARGET_HIT
193,SENSEX 83128 PE,Survivor,18/02/2026 14:50,18/02/2026 14:57,20,1,245.37,49.07,368.06,167.95,4907.4,3359.0,1548.4,369274.65,Closed,31.6,83127.84,-0.328,TARGET_HIT
194,NIFTY 25652 PE,Survivor,18/02/2026 14:56,18/02/2026 15:02,65,1,79.32,15.86,118.98,52.27,5155.8,3397.55,1758.25,371032.9,Closed,34.1,25651.63,-0.3338,TARGET_HIT
195,BANKNIFTY 61550 CE,CPR,18/02/2026 14:56,20/02/2026 10:04,30,1,368.89,664.0,147.56,99.69,11066.7,2990.7,-8076.0,362956.9,Closed,-73.0,61550,0.5077,SL_HIT
196,BANKNIFTY 61550 CE,Gamma Blast,18/02/2026 14:56,20/02/2026 10:10,30,1,334.07,835.17,100.22,94.9,10022.1,2847.0,-7175.1,355781.8,Closed,-71.6,61550,0.5027,SL_HIT
197,BANKNIFTY 61550 PE,Ghost Zone,18/02/2026 14:56,20/02/2026 12:37,30,1,358.02,465.43,143.21,1354.18,10740.6,40625.4,29884.8,385666.6,Closed,278.2,61550,-0.4923,TARGET_HIT
198,BANKNIFTY 61192 PE,Survivor,18/02/2026 14:56,18/02/2026 15:03,30,1,207.34,41.47,311.01,133.85,6220.2,4015.5,2204.7,387871.3,Closed,35.4,61191.65,-0.3395,TARGET_HIT
199,SENSEX 83700 CE,Ghost Zone,18/02/2026 14:56,20/02/2026 10:04,20,1,454.44,590.77,181.78,56.74,9088.8,1134.8,-7954.0,379917.3,Closed,-87.5,83700,0.5027,SL_HIT
200,SENSEX 83205 PE,Survivor,18/02/2026 14:56,18/02/2026 15:03,20,1,247.84,49.57,371.76,165.11,4956.8,3302.2,1654.6,381571.9,Closed,33.4,83204.63,-0.3289,TARGET_HIT
201,NIFTY 25673 PE,Survivor,18/02/2026 15:02,18/02/2026 15:08,65,1,79.74,15.95,119.61,57.57,5183.1,3742.05,1441.05,383012.95,Closed,27.8,25672.56,-0.3335,TARGET_HIT
202,BANKNIFTY 61212 PE,Survivor,18/02/2026 15:02,18/02/2026 15:08,30,1,207.88,41.58,311.82,142.32,6236.4,4269.6,1966.8,384979.75,Closed,31.5,61211.77,-0.3393,TARGET_HIT
203,SENSEX 83273 PE,Survivor,18/02/2026 15:02,18/02/2026 15:08,20,1,249.56,49.91,374.34,191.93,4991.2,3838.6,1152.6,386132.35,Closed,23.1,83273.24,-0.3289,TARGET_HIT
204,NIFTY 25678 PE,Survivor,18/02/2026 15:08,18/02/2026 15:14,65,1,79.93,15.99,119.9,58.33,5195.45,3791.45,1404.0,387536.35,Closed,27.0,25677.56,-0.3337,TARGET_HIT
205,BANKNIFTY 61189 PE,Survivor,18/02/2026 15:08,18/02/2026 15:14,30,1,206.77,41.35,310.16,131.25,6203.1,3937.5,2265.6,389801.95,Closed,36.5,61188.57,-0.3388,TARGET_HIT
206,SENSEX 83800 CE,CPR,18/02/2026 15:08,20/02/2026 10:04,20,1,448.45,807.21,179.38,46.69,8969.0,933.8,-8035.2,381766.75,Closed,-89.6,83800,0.4962,SL_HIT
207,SENSEX 83800 CE,Ghost Zone,18/02/2026 15:08,20/02/2026 10:04,20,1,448.45,582.99,179.38,46.83,8969.0,936.6,-8032.4,373734.35,Closed,-89.6,83800,0.4962,SL_HIT
208,SENSEX 83282 PE,Survivor,18/02/2026 15:08,18/02/2026 15:14,20,1,249.73,49.95,374.59,184.99,4994.6,3699.8,1294.8,375029.15,Closed,25.9,83282.1,-0.3289,TARGET_HIT
209,NIFTY 25679 PE,Survivor,18/02/2026 15:14,18/02/2026 15:20,65,1,79.94,15.99,119.91,59.26,5196.1,3851.9,1344.2,376373.35,Closed,25.9,25678.86,-0.3337,TARGET_HIT
210,BANKNIFTY 61187 PE,Survivor,18/02/2026 15:14,18/02/2026 15:20,30,1,206.68,41.34,310.02,132.77,6200.4,3983.1,2217.3,378590.65,Closed,35.8,61187.22,-0.3387,TARGET_HIT
211,SENSEX 83268 PE,Survivor,18/02/2026 15:14,18/02/2026 15:20,20,1,249.26,49.85,373.89,181.87,4985.2,3637.4,1347.8,379938.45,Closed,27.0,83268.22,-0.3288,TARGET_HIT
212,NIFTY 25682 PE,Survivor,18/02/2026 15:20,18/02/2026 15:26,65,1,82.07,16.41,123.1,61.96,5334.55,4027.4,1307.15,381245.6,Closed,24.5,25682.09,-0.3403,TARGET_HIT
213,BANKNIFTY 61208 PE,Survivor,18/02/2026 15:20,18/02/2026 15:26,30,1,207.73,41.55,311.59,140.02,6231.9,4200.6,2031.3,383276.9,Closed,32.6,61208.32,-0.3392,TARGET_HIT
214,SENSEX 83278 PE,Survivor,18/02/2026 15:20,18/02/2026 15:26,20,1,249.66,49.93,374.49,190.8,4993.2,3816.0,1177.2,384454.1,Closed,23.6,83278.18,-0.3289,TARGET_HIT
215,NIFTY 25676 PE,Survivor,18/02/2026 15:25,20/02/2026 10:04,65,1,81.85,16.37,122.77,223.34,5320.25,14517.1,-9196.85,375257.25,Closed,-172.9,25675.94,-0.34,SL_HIT
216,BANKNIFTY 61215 PE,Survivor,18/02/2026 15:25,20/02/2026 10:04,30,1,213.26,42.65,319.89,374.3,6397.8,11229.0,-4831.2,370426.05,Closed,-75.5,61214.88,-0.3461,TARGET_HIT
217,SENSEX 83269 PE,Survivor,18/02/2026 15:26,20/02/2026 10:04,20,1,255.89,51.18,383.83,790.28,5117.8,15805.6,-10687.8,359738.25,Closed,-208.8,83268.85,-0.3354,SL_HIT
218,NIFTY 25500 CE,CPR,20/02/2026 10:02,-- OPEN --,65,1,100.66,181.19,40.26,,6542.9,,0.0,359738.25,Open,0.0,25500,0.5182,
219,NIFTY 25500 CE,Ghost Zone,20/02/2026 10:02,-- OPEN --,65,1,100.66,130.86,40.26,,6542.9,,0.0,359738.25,Open,0.0,25500,0.5182,
220,BANKNIFTY 61050 CE,CPR,20/02/2026 10:02,20/02/2026 12:37,30,1,244.99,440.98,98.0,2.39,7349.7,71.7,-7278.0,352460.25,Closed,-99.0,61050,0.5096,SL_HIT
221,SENSEX 82600 PE,CPR,20/02/2026 10:03,20/02/2026 12:21,20,1,289.0,520.2,115.6,59.63,5780.0,1192.6,-4587.4,347872.85,Closed,-79.4,82600,-0.4823,SL_HIT
222,SENSEX 82600 CE,Ghost Zone,20/02/2026 10:03,-- OPEN --,20,1,319.39,415.21,127.76,,6387.8,,0.0,347872.85,Open,0.0,82600,0.5177,
223,BANKNIFTY 61000 CE,CPR,20/02/2026 10:09,20/02/2026 12:37,30,1,245.97,442.75,98.39,3.35,7379.1,100.5,-7278.6,340594.25,Closed,-98.6,61000,0.5125,SL_HIT
224,SENSEX 82500 PE,CPR,20/02/2026 10:09,20/02/2026 10:40,20,1,285.2,513.36,114.08,80.53,5704.0,1610.6,-4093.4,336500.85,Closed,-71.8,82500,-0.4784,SL_HIT
225,SENSEX 82500 CE,Ghost Zone,20/02/2026 10:09,20/02/2026 12:26,20,1,322.85,419.71,129.14,660.12,6457.0,13202.4,6745.4,343246.25,Closed,104.5,82500,0.5216,TARGET_HIT
226,NIFTY 25550 CE,CPR,20/02/2026 10:21,-- OPEN --,65,1,91.65,164.97,36.66,,5957.25,,0.0,343246.25,Open,0.0,25550,0.4874,
227,NIFTY 25550 CE,Ghost Zone,20/02/2026 10:21,-- OPEN --,65,1,91.65,119.15,36.66,,5957.25,,0.0,343246.25,Open,0.0,25550,0.4874,
228,BANKNIFTY 61100 CE,CPR,20/02/2026 10:21,20/02/2026 12:37,30,1,254.28,457.7,101.71,1.68,7628.4,50.4,-7578.0,335668.25,Closed,-99.3,61100,0.5189,SL_HIT
229,SENSEX 82700 CE,CPR,20/02/2026 10:21,-- OPEN --,20,1,324.21,583.58,129.68,,6484.2,,0.0,335668.25,Open,0.0,82700,0.522,
230,SENSEX 82700 CE,Ghost Zone,20/02/2026 10:22,-- OPEN --,20,1,324.21,421.47,129.68,,6484.2,,0.0,335668.25,Open,0.0,82700,0.522,
231,BANKNIFTY 61150 CE,CPR,20/02/2026 10:27,20/02/2026 11:41,30,1,248.39,447.1,99.36,1.17,7451.7,35.1,-7416.6,328251.65,Closed,-99.5,61150,0.5098,SL_HIT
232,SENSEX 82800 CE,CPR,20/02/2026 10:27,-- OPEN --,20,1,327.33,589.19,130.93,,6546.6,,0.0,328251.65,Open,0.0,82800,0.5242,
233,SENSEX 82800 CE,Ghost Zone,20/02/2026 10:27,-- OPEN --,20,1,327.33,425.53,130.93,,6546.6,,0.0,328251.65,Open,0.0,82800,0.5242,
234,NIFTY 25600 CE,CPR,20/02/2026 10:45,20/02/2026 11:41,65,1,101.47,182.65,40.59,22.63,6595.55,1470.95,-5124.6,323127.05,Closed,-77.7,25600,0.5172,SL_HIT
235,NIFTY 25600 CE,Ghost Zone,20/02/2026 10:45,20/02/2026 11:41,65,1,101.47,131.91,40.59,22.63,6595.55,1470.95,-5124.6,318002.45,Closed,-77.7,25600,0.5172,SL_HIT
236,SENSEX 82900 CE,CPR,20/02/2026 10:45,-- OPEN --,20,1,335.12,603.22,134.05,,6702.4,,0.0,318002.45,Open,0.0,82900,0.5307,
237,SENSEX 82900 CE,Ghost Zone,20/02/2026 10:45,-- OPEN --,20,1,335.12,435.66,134.05,,6702.4,,0.0,318002.45,Open,0.0,82900,0.5307,
238,NIFTY 25600 CE,CPR,20/02/2026 11:52,20/02/2026 12:37,65,1,96.71,174.08,38.68,22.63,6286.15,1470.95,-4815.2,313187.25,Closed,-76.6,25600,0.5021,SL_HIT
239,NIFTY 25600 CE,Ghost Zone,20/02/2026 11:52,20/02/2026 12:37,65,1,96.71,125.72,38.68,22.63,6286.15,1470.95,-4815.2,308372.05,Closed,-76.6,25600,0.5021,SL_HIT
240,SENSEX 83100 CE,CPR,20/02/2026 12:20,20/02/2026 12:37,20,1,295.92,532.66,118.37,58.65,5918.4,1173.0,-4745.4,303626.65,Closed,-80.2,83100,0.4889,SL_HIT
241,SENSEX 83100 CE,Ghost Zone,20/02/2026 12:20,20/02/2026 12:37,20,1,295.92,384.7,118.37,58.65,5918.4,1173.0,-4745.4,298881.25,Closed,-80.2,83100,0.4889,SL_HIT
242,NIFTY 25450 PE,CPR,20/02/2026 12:37,-- OPEN --,65,1,83.2,149.76,33.28,,5408.0,,0.0,298881.25,Open,0.0,25450,-0.4555,
243,NIFTY 25450 CE,Ghost Zone,20/02/2026 12:37,-- OPEN --,65,1,108.83,141.48,43.53,,7073.95,,0.0,298881.25,Open,0.0,25450,0.5445,
244,BANKNIFTY 60200 PE,CPR,20/02/2026 12:37,-- OPEN --,30,1,226.08,406.94,90.43,,6782.4,,0.0,298881.25,Open,0.0,60200,-0.5,
245,BANKNIFTY 60200 CE,Ghost Zone,20/02/2026 12:37,-- OPEN --,30,1,223.45,290.49,89.38,,6703.5,,0.0,298881.25,Open,0.0,60200,0.5,
246,SENSEX 82600 PE,CPR,20/02/2026 12:37,-- OPEN --,20,1,283.7,510.66,113.48,,5674.0,,0.0,298881.25,Open,0.0,82600,-0.4765,
