date,type,strike,spot,entry_premium,exit_premium,pnl,delta,iv,dte
2022-07-08,BUY_CE_GAMMA,57000,57148.0,1556.49,1822.04,238538.23,0.528,39.2,7
2022-07-12,BUY_PE_GAMMA,56500,56471.0,1193.69,1403.89,188822.19,-0.493,37.3,5
2022-07-13,BUY_CE_GAMMA,57000,57120.0,1260.06,2152.65,802955.35,0.526,37.5,5
2022-07-20,BUY_PE_GAMMA,55500,55636.0,1132.8,1652.89,467744.04,-0.471,38.6,5
2022-07-25,BUY_PE_GAMMA,54500,54400.0,1199.77,1999.5,719399.93,-0.503,37.7,5
2022-07-27,BUY_CE_GAMMA,55000,54911.0,1125.0,1313.2,169041.27,0.498,38.0,5
2022-07-28,BUY_CE_GAMMA,57500,57722.0,2655.83,5258.04,2341248.73,0.535,45.6,15
2022-08-01,BUY_CE_GAMMA,58500,58270.0,2356.53,706.96,-1485277.3,0.505,45.2,14
2022-08-02,BUY_PE_GAMMA,57500,57500.0,2367.76,3607.06,1114703.99,-0.478,45.7,13
2022-08-04,BUY_CE_GAMMA,58000,58010.0,1619.03,1964.56,310507.91,0.514,33.6,11
2022-08-05,BUY_PE_GAMMA,57500,57390.0,1598.02,2256.37,592058.29,-0.497,34.0,10
2022-08-12,BUY_CE_GAMMA,59500,59299.0,951.94,1488.35,482480.34,0.478,31.6,5
2022-08-16,BUY_PE_GAMMA,57500,57720.0,1005.44,1359.96,318754.16,-0.459,34.5,5
2022-08-17,BUY_PE_GAMMA,57000,56886.0,1178.36,1908.99,657220.71,-0.506,35.2,5
2022-08-19,BUY_PE_GAMMA,55500,55509.0,1122.98,1395.87,245268.7,-0.488,36.3,5
2022-08-22,BUY_PE_GAMMA,55000,54945.0,1150.83,438.13,-641783.13,-0.497,36.5,5
2022-08-23,BUY_CE_GAMMA,55000,55210.0,1219.03,1410.08,171579.56,0.54,36.0,5
2022-08-26,BUY_PE_GAMMA,55000,54816.0,928.74,1503.26,516784.54,-0.527,27.1,5
2022-08-30,BUY_PE_GAMMA,53500,53600.0,1245.44,1449.76,183511.06,-0.475,26.8,13
2022-09-01,BUY_CE_GAMMA,52000,52072.0,1368.25,2083.18,643038.44,0.52,27.4,14
2022-09-07,BUY_CE_GAMMA,54000,54082.0,1051.46,1822.01,693176.77,0.522,26.4,8
2022-09-09,BUY_CE_GAMMA,55000,55015.0,944.05,1126.05,163502.61,0.511,27.8,6
2022-09-12,BUY_CE_GAMMA,57500,57550.0,1173.7,2386.0,1090724.27,0.516,35.7,5
2022-09-14,BUY_CE_GAMMA,57000,56970.0,1036.31,1293.94,231548.19,0.504,33.0,5
2022-09-15,BUY_PE_GAMMA,56500,56389.0,1086.25,1351.54,238425.8,-0.508,32.6,5
2022-09-16,BUY_CE_GAMMA,56500,56729.0,1149.24,1384.59,211466.81,0.544,32.5,5
2022-09-20,BUY_PE_GAMMA,56500,56365.0,1051.38,1715.62,597496.6,-0.513,31.1,5
2022-09-21,BUY_CE_GAMMA,57500,57326.0,941.51,1268.54,294038.36,0.482,31.9,5
2022-09-22,BUY_CE_GAMMA,58000,58020.0,1051.71,1542.44,441339.56,0.512,32.1,5
2022-09-28,BUY_CE_GAMMA,56500,56530.0,1981.88,3250.2,1140923.36,0.518,36.0,15
2022-09-30,BUY_CE_GAMMA,57000,56868.0,1701.4,1917.64,194126.6,0.503,34.4,13
2022-10-03,BUY_CE_GAMMA,61000,60890.0,2356.9,4768.0,2169322.12,0.511,45.7,12
2022-10-05,BUY_CE_GAMMA,61000,60778.0,2142.82,3175.1,928446.51,0.502,46.8,10
2022-10-07,BUY_PE_GAMMA,61000,60751.0,2158.22,2623.92,418518.21,-0.502,47.2,8
2022-10-10,BUY_PE_GAMMA,59000,59149.0,1414.64,2189.98,697388.9,-0.471,45.0,5
2022-10-12,BUY_PE_GAMMA,57500,57300.0,1581.82,2414.63,749070.51,-0.508,46.1,5
2022-10-14,BUY_PE_GAMMA,55500,55290.0,1607.43,2810.87,1082627.68,-0.508,48.4,5
2022-10-20,BUY_CE_GAMMA,56500,56647.0,1605.38,2126.17,468247.73,0.528,48.3,5
2022-10-21,BUY_CE_GAMMA,57500,57670.0,1596.47,2562.07,868580.14,0.531,46.9,5
2022-10-25,BUY_CE_GAMMA,58000,58091.0,1545.47,2324.47,700645.55,0.522,46.2,5
2022-10-28,BUY_PE_GAMMA,57500,57500.0,2515.63,3430.96,823088.25,-0.477,45.2,15
2022-10-31,BUY_CE_GAMMA,57500,57680.0,1613.75,1856.96,218426.9,0.531,30.5,12
2022-11-01,BUY_CE_GAMMA,59000,58891.0,1671.97,2304.52,568807.81,0.503,31.3,14
2022-11-08,BUY_CE_GAMMA,62000,61888.0,1281.44,2246.51,868184.13,0.497,32.6,7
2022-11-10,BUY_CE_GAMMA,62000,62000.0,1064.92,1335.83,243486.75,0.508,30.7,5
2022-11-15,BUY_PE_GAMMA,61500,61576.0,878.51,1363.26,435997.39,-0.479,26.6,5
2022-11-17,BUY_PE_GAMMA,61000,60950.0,980.41,1553.91,515845.73,-0.5,28.0,5
2022-11-18,BUY_PE_GAMMA,61000,60927.0,962.81,1080.67,105778.1,-0.504,27.1,5
2022-11-23,BUY_CE_GAMMA,61500,61640.0,1013.23,1586.24,515399.9,0.531,27.3,5
2022-11-25,BUY_PE_GAMMA,61500,61745.0,793.21,295.49,-448204.61,-0.45,26.4,5
2022-11-28,BUY_PE_GAMMA,61000,60800.0,1743.45,2679.43,841885.72,-0.504,27.9,15
2022-11-30,BUY_CE_GAMMA,62500,62254.0,1418.4,2014.75,536298.52,0.486,27.4,13
2022-12-02,BUY_CE_GAMMA,65000,65136.0,1575.08,2684.4,997929.89,0.525,25.7,13
2022-12-07,BUY_CE_GAMMA,66500,66270.0,1249.01,1965.0,644024.03,0.483,29.0,8
2022-12-08,BUY_CE_GAMMA,67000,67033.0,1308.59,2203.95,805439.07,0.513,29.1,7
2022-12-09,BUY_CE_GAMMA,68000,68103.0,1269.84,2062.86,713331.7,0.522,29.2,6
2022-12-13,BUY_CE_GAMMA,69000,68870.0,1020.87,1371.39,315152.82,0.488,28.1,5
2022-12-15,BUY_PE_GAMMA,68000,67830.0,1183.85,1372.65,169566.51,-0.516,28.9,5
2022-12-19,BUY_PE_GAMMA,67500,67495.0,1092.19,1255.74,146863.63,-0.492,28.8,5
2022-12-20,BUY_CE_GAMMA,69500,69630.0,1283.89,2296.77,911201.59,0.525,31.3,5
2022-12-22,BUY_PE_GAMMA,68500,68470.0,1289.29,2070.58,702777.33,-0.494,33.2,5
2022-12-26,BUY_CE_GAMMA,69000,69079.0,1254.33,2052.0,717530.52,0.519,31.4,5
2022-12-27,BUY_CE_GAMMA,70000,69780.0,1124.52,1369.16,219840.35,0.48,31.5,5
2022-12-28,BUY_PE_GAMMA,69000,69127.0,2065.98,2540.23,426235.74,-0.474,31.9,15
2022-12-29,BUY_CE_GAMMA,70000,69780.0,1841.69,2893.37,945986.54,0.495,29.8,14
2022-12-30,BUY_PE_GAMMA,69500,69370.0,1912.69,573.81,-1205538.53,-0.497,29.5,13
2023-01-04,BUY_PE_GAMMA,69500,69300.0,1576.09,2546.92,873284.55,-0.51,25.6,11
2023-01-09,BUY_PE_GAMMA,69000,68980.0,1129.59,1743.8,552451.92,-0.494,26.5,6
2023-01-10,BUY_PE_GAMMA,68500,68355.0,1060.95,1212.85,136383.88,-0.516,25.8,5
2023-01-11,BUY_PE_GAMMA,68000,68000.0,976.76,1200.2,200790.59,-0.492,25.7,5
2023-01-13,BUY_CE_GAMMA,69500,69420.0,912.21,1394.13,433446.29,0.493,24.5,5
2023-01-16,BUY_CE_GAMMA,70000,69769.0,846.07,942.9,86879.52,0.468,24.5,5
2023-01-17,BUY_PE_GAMMA,69000,69150.0,704.7,1052.0,312345.67,-0.463,20.1,5
2023-01-18,BUY_PE_GAMMA,68000,68250.0,680.6,1071.44,351531.31,-0.444,21.0,5
2023-01-23,BUY_PE_GAMMA,68000,68080.0,694.0,960.19,239347.04,-0.477,19.3,5
2023-01-25,BUY_CE_GAMMA,68500,68745.0,839.06,1253.11,372380.69,0.559,18.5,5
2023-01-27,BUY_PE_GAMMA,68500,68331.0,777.91,865.14,78256.08,-0.533,18.0,5
2023-01-31,BUY_CE_GAMMA,69000,68827.0,991.75,1434.11,397816.34,0.481,18.0,12
2023-02-01,BUY_CE_GAMMA,70000,69860.0,1191.86,2003.16,729808.34,0.49,19.3,14
2023-02-07,BUY_PE_GAMMA,67500,67324.0,1244.06,1383.67,125278.3,-0.515,24.2,8
2023-02-09,BUY_PE_GAMMA,67000,67025.0,982.66,1525.38,488147.73,-0.488,24.2,6
2023-02-15,BUY_PE_GAMMA,65500,65360.0,928.73,1497.56,511658.38,-0.519,23.4,5
2023-02-17,BUY_CE_GAMMA,65500,65600.0,893.51,1352.26,412596.4,0.525,23.0,5
2023-02-21,BUY_CE_GAMMA,66000,65950.0,821.13,931.04,98660.23,0.497,22.9,5
2023-02-22,BUY_PE_GAMMA,65500,65400.0,882.85,1391.19,457232.99,-0.512,22.7,5
2023-02-23,BUY_PE_GAMMA,64500,64319.0,941.09,1574.01,569329.97,-0.527,23.5,5
2023-02-28,BUY_CE_GAMMA,64000,63803.0,1427.58,2305.61,789803.39,0.49,24.6,15
2023-03-02,BUY_PE_GAMMA,63500,63367.0,1338.86,1498.71,143467.42,-0.505,22.2,13
2023-03-07,BUY_PE_GAMMA,62000,62210.0,867.51,1566.96,629229.31,-0.457,22.0,8
2023-03-10,BUY_CE_GAMMA,63000,62851.0,746.71,1137.37,351356.21,0.477,23.3,5
2023-03-15,BUY_CE_GAMMA,67500,67340.0,1282.01,384.6,-808050.38,0.491,36.0,5
2023-03-17,BUY_CE_GAMMA,68500,68649.0,1576.31,2597.54,918651.26,0.526,39.1,5
2023-03-20,BUY_CE_GAMMA,69000,68804.0,1411.98,534.93,-789758.53,0.49,39.1,5
2023-03-21,BUY_PE_GAMMA,68500,68433.0,1538.24,1818.5,251782.2,-0.496,39.3,5
2023-03-22,BUY_CE_GAMMA,69500,69275.0,1412.95,2161.14,672955.7,0.487,39.2,5
2023-03-23,BUY_CE_GAMMA,70000,70240.0,1625.48,2440.45,732998.97,0.536,38.3,5
2023-03-28,BUY_CE_GAMMA,70500,70605.0,2587.23,3863.54,1147953.43,0.523,37.1,15
2023-03-30,BUY_CE_GAMMA,71500,71710.0,2482.91,3062.53,520961.08,0.529,36.8,13
2023-04-03,BUY_CE_GAMMA,72000,72112.0,2363.04,721.37,-1478164.53,0.523,37.0,12
2023-04-04,BUY_CE_GAMMA,74500,74650.0,2172.52,4006.67,1650119.25,0.524,33.9,11
